text,Unnamed: 14,Unnamed: 15,Unnamed: 16,tweet2words,num_capitalized,tweet_length,num_negative_words,num_positive_words,num_neutral_words,has_capitalized,num_capitalised_positive_words,num_capitalised_negative_words,num_hashtags,num_special_character,correctedText
You know it is Davos week when you are in the @British_Airways first class lounge with @George_Osborne and Richard Curtis the BA716 at 1300 to Zürich will be busy!,,,,You know Davos week first class lounge Richard Curtis BA Z rich busy,1,16,0,0,29,1,0,0,0,4, You know Davis week first class lounge Richard Curtis BA Z rich busy
I’m excited to reveal that after a splendid meeting with SKYTRAX we are starting the process to evolve an Airline Accessibility award - I believe the first of its kind. @RyanFlairWLCAC @AeroplaneDan @RAeSTimR @RunwayGirl @VirginAtlantic @BernieBaldwin @British_Airways pic.twitter.com/rWY1vKnxCn,,,,I excited reveal splendid meeting SKYTRAX starting process evolve Airline Accessibility award I believe first kind pic twitter com rWY vKnxCn,1,27,0,3,35,1,0,0,0,11, I excited reveal splendid meeting STRAVINSKY starting process evolve Airline Accessibility award I believe first kind pic twitter com WY 
. @British_Airways — you may want to consider renaming your website booking page tab to something other than this? It's a little...aggressive pic.twitter.com/zvJik4ZUJ7,,,,may want consider renaming website booking page tab something It little aggressive pic twitter com zvJik ZUJ,1,18,0,0,23,1,0,0,0,7, may want consider renaming website booking page tab something It little aggressive pic twitter com  ZULU
Hello Jane your DM service does not work,,,,Hello Jane DM service work,1,5,0,1,7,1,0,0,0,0, Hello Jane D service work
"Hi Michael, we're disappointed to hear this. We're following you if you want to DM us with more information so we can feed this back. ^Jane",,,,Hi Michael disappointed hear We following want DM us information feed back Jane,1,12,1,0,25,1,0,0,0,6, Hi Michael disappointed hear We following want D us information feed back Jane
Always loved @British_Airways service but these staff in Amsterdam terrible service not impressed smh,,,,Always loved service staff Amsterdam terrible service impressed smh,0,11,1,2,11,1,0,0,0,1, Always loved service staff Amsterdam terrible service impressed sh
"Credit where it’s due, for the first time I used @British_Airways new “self-bag-drop” at @Gatwick_Airport and I’m really impressed! Expedites the check in and a great investment in their Guest Experience Shame many humans can’t function once they are in an airport",,,,Credit due first time I used new self bag drop I really impressed Expedites check great investment Guest Experience Shame many humans function airport,0,26,1,1,40,1,0,0,0,8, Credit due first time I used new self bag drop I really impressed Expedites check great investment Guest Experience Shame many humans function airport
The #British #Queen sneaking up on me ... @Boeing #747 @British_Airways @DFWAirport #crewlife pic.twitter.com/F9w2SjZEyy,,,,The British Queen sneaking crewlife pic twitter com F w SjZEyy,0,14,0,0,14,1,0,0,4,9, The British Queen sneaking crew life pic twitter com F w 
"paid traveller plus on last long @British_Airways TV didn’t work, seat was broken - feeling like a busted airline https:// twitter.com/newmanator911/ status/955211948102176769 …",,,,paid traveller plus last long TV work seat broken feeling like busted airline https twitter com newmanator status,1,20,1,1,21,1,0,0,0,8, paid traveler plus last long TV work seat broken feeling like busted airline HTTP twitter com terminator status
Who is this man that was on the first @British_Airways Concorde commercial flight in 1976? #AVGeek via @BBCArchive pic.twitter.com/AIJjuuGWk6,,,,Who man first Concorde commercial flight AVGeek via pic twitter com AIJjuuGWk,0,14,0,0,19,1,0,0,1,5, Who man first Concorde commercial flight Av Geek via pic twitter com 
"On this day in 1976, the Concorde was put into service by @British_Airways from London to Bahrain and @AirFrance from Paris to Rio de Janeiro. pic.twitter.com/lKJ1UhP1w6",,,,On day Concorde put service London Bahrain Paris Rio de Janeiro pic twitter com lKJ UhP w,0,19,0,0,26,1,0,0,0,5, On day Concorde put service London Bahrain Paris Rio DE Janine pic twitter com elk U Hp w
That time when #Concorde came to the Biggin Hill Air Show. Thanks to local resident Paul Drabot for this video from 1988 @BAESystemsAir @British_Airways pic.twitter.com/7axsJoAWFL,,,,That time Concorde came Biggin Hill Air Show Thanks local resident Paul Drabot video pic twitter com axsJoAWFL,0,20,0,0,25,1,0,0,1,5, That time Concorde came Biggie Hill Air Show Thanks local resident Paul Drabbest video pic twitter com 
I’d like to retweet that to @British_Airways because they’ve got to know how unhappy old customers have become https:// twitter.com/sjhammerschmid t/status/955136512601067521 …,,,,I like retweet got know unhappy old customers become https twitter com sjhammerschmid status,0,15,1,1,20,1,0,0,0,7, I like retweet got know unhappy old customers become HTTP twitter com Messerschmidt status
Thanks @British_Airways for @RedTractorFood milk on your flight today #BackBritishFarming pic.twitter.com/PYweYYc4Zy,,,,Thanks milk flight today BackBritishFarming pic twitter com PYweYYc Zy,0,13,0,0,11,1,0,0,1,4, Thanks milk flight today Backscratching pic twitter com  Z
"Write a Song, Win a Seat. This one’s for our friends in the UK: Enter for a chance to WIN a trip to Nashville on @British_Airways this summer w/tickets to #CMAFest , @Bonnaroo , @BluebirdCafeTN , @opry , & more - http://www. visitmusiccity.com/basongwriter",,,,Write Song Win Seat This one friends UK Enter chance WIN trip Nashville summer w tickets CMAFest http www visitmusiccity com basongwriter,2,26,0,2,41,1,0,0,1,18, Write Song Win Seat This one friends UK Enter chance WIN trip Nashville summer w tickets Manifest HTTP WWW musicality com songwriter
"Shocking service from @British_Airways ! Two hours after checking me in for Barcelona-London flight, they cancel it telling me I should fly 12 hours later. No apology, no explanation and no offer to put me up for the night! Now, I cancel flying BA!",,,,Shocking service Two hours checking Barcelona London flight cancel telling I fly hours later No apology explanation offer put night Now I cancel flying BA,1,23,1,0,43,1,0,0,0,9, Shocking service Two hours checking Barcelona London flight cancel telling I fly hours later No apology explanation offer put night Now I cancel flying BA
SFO Spaceship: @DaveWallsworth lands the @British_Airways A380 pic.twitter.com/TC6xZBNV7r,,,,SFO Spaceship lands A pic twitter com TC xZBNV r,2,12,0,0,8,1,0,0,0,4, SF Spaceship lands A pic twitter com TC  r
PLS RT! #GoLive #Periscope of @CapeTown #sunset from @tsogosun #SunSquare #Hotel 14th floor rooftop deck! #CapeTown #travel #hotels #SouthAfrica cc @periscopetv @southafrica @tednguyen @mrscotteddy @British_Airways @TBINChat https://www. pscp.tv/w/bTMcVDgyMjk0 MjJ8MWVhSmJxZ2trWkJHWH4e3EzMnn1-1VxYxxJkZ_HPcU5hdn-985pY6FRS1cwI …,,,,PLS RT GoLive Periscope sunset SunSquare Hotel th floor rooftop deck CapeTown travel hotels SouthAfrica cc https www pscp tv w bTMcVDgyMjk MjJ MWVhSmJxZ trWkJHWH e EzMnn VxYxxJkZ HPcU hdn pY FRS cwI,3,42,0,0,30,1,0,0,9,23, PL RT G Olive Periscope sunset Sun Square Hotel ht floor rooftop deck Cape Town travel hotels South Africa cc HTTP WWW cps TV w  Maj   e   Hp Cu hen p FR cw I
CHECK. IT. OUT. My own @SonglinesMag channel on @British_Airways . I’ve hit the #BigTime . pic.twitter.com/VTGdcJjbGF,,,,CHECK IT OUT My channel I hit BigTime pic twitter com VTGdcJjbGF,3,11,0,0,16,1,0,0,1,10, CHECK IT OUT My channel I hit Big Time pic twitter com 
"@classicairline 1/21/76 Concorde's first revenue service,a @British_Airways Concorde took off from London to Bahraim, as an @airfrance Concorde simultaneously left Paris on its way to Rio de Janeiro via Dakar @Save_Concorde @AiaccC @Reve_dIcare @hydra_66 @Survols @CaptainLacroute",,,,Concorde first revenue service Concorde took London Bahraim Concorde simultaneously left Paris way Rio de Janeiro via Dakar,0,30,0,0,36,1,0,0,0,13, Concorde first revenue service Concorde took London Bahrain Concorde simultaneously left Paris way Rio DE Janine via Dakar
"San Francisco to Inverness, Scotland for only $480 roundtrip with @British_Airways & @AmericanAir http://www. secretflying.com/posts/summer-s an-francisco-inverness-scotland-487-roundtrip/ … pic.twitter.com/YSLmGAXMbS",,,,San Francisco Inverness Scotland roundtrip http www secretflying com posts summer francisco inverness scotland roundtrip pic twitter com YSLmGAXMbS,0,22,0,0,18,1,0,0,0,10, San Francisco Inverses Scotland round trip HTTP WWW secret flying com posts summer Francisco inverses Scotland round trip pic twitter com 
A successful mission today to deliver ZM413 to Madrid Barajas for some scheduled maintenance with some crew training on the way. LHR-bound on another of Airbus’ finest #A321 #A400M #NoOrdinaryJob @AirbusDefence @RAFBrizeNorton @British_Airways pic.twitter.com/du9xWmPt9k,,,,A successful mission today deliver ZM Madrid Barajas scheduled maintenance crew training way LHR bound another Airbus finest A A M NoOrdinaryJob pic twitter com du xWmPt k,2,28,0,2,32,1,0,0,3,10, A successful mission today deliver Z Madrid Barabbas scheduled maintenance crew training way HR bound another Airbus finest A A M Extraordinary pic twitter com dew exempt k
"Thanks to First Officer Kevin on @British_Airways BA64 NBO-LHR today for his friendly & frank explanations of technical delay. Clearly ""we have 17 mins to board & start engines before airport closes, let's go!"" is the best way to ensure speedy & cheerful boarding!",,,,Thanks First Officer Kevin BA NBO LHR today friendly frank explanations technical delay Clearly mins board start engines airport closes let go best way ensure speedy cheerful boarding,3,30,0,5,39,1,0,0,0,11, Thanks First Officer Kevin BA NOB HR today friendly frank explanations technical delay Clearly mind board start engines airport closes let go best way ensure speedy cheerful boarding
. @British_Airways response to claims in The Sun that armed police removed pilot over fears he was drunk at #Gatwick . @LBC pic.twitter.com/pkKIabkdDw,,,,response claims The Sun armed police removed pilot fears drunk Gatwick pic twitter com pkKIabkdDw,0,17,2,0,21,1,0,0,1,6, response claims The Sun armed police removed pilot fears drunk Garrick pic twitter com 
Watching @DaveWallsworth ’s @British_Airways videos. Three things strike me: 1) How calm it all is 2) How busy Swanwick @NATS are 3) How you get no sense of the humongous size of the A380 from landing. Could be a jet of any size Amazing.,,,,Watching videos Three things strike How calm How busy Swanwick How get sense humongous size A landing Could jet size Amazing,0,21,1,1,42,1,0,0,0,11, Watching videos Three things strike How calm How busy Swan wick How get sense humongous size A landing Could jet size Amazing
"For the record, on 7 Feb 1996 Capt Leslie Scott flew @British_Airways #Concorde G-BOAD between JFK and LHR in a record 2h 52min 59s. The pax, champagne and caviar averaged 2,010kmh (1,250mph) @gwr https:// twitter.com/Fly_Norwegian/ status/954381059755511808 …",,,,For record Feb Capt Leslie Scott flew Concorde G BOAD JFK LHR record h min The pax champagne caviar averaged kmh mph https twitter com Fly Norwegian status,3,29,0,0,37,1,0,0,1,13, For record Feb Capt Leslie Scott flew Concorde G BOAS JFK HR record h min The pa champagne caviar averaged km mph HTTP twitter com Fly Norwegian status
"A few years ago @British_Airways boss Willie Walsh thought new A380’s were too expensive. Now he seems to have changed his mind and is in talks with @Airbus , reports @business : pic.twitter.com/zMz8CIBx5z",,,,A years ago boss Willie Walsh thought new A expensive Now seems changed mind talks reports pic twitter com zMz CIBx z,0,23,0,0,33,1,0,0,0,8, A years ago boss Willie Walsh thought new A expensive Now seems changed mind talks reports pic twitter com DMZ Ci Bx z
BREAKING NEWS: My exclusive interview with IAG CEO Willie Walsh regarding the future of @flyniki and what he will do if he can not acquire it. Now @ATWOnline l @vl_bryan @bigi1 @AlexInAir @British_Airways @vueling @simply_aviation @_ABierwirth_ @lfrommberg pic.twitter.com/bHYQBxb6nP,,,,BREAKING NEWS My exclusive interview IAG CEO Willie Walsh regarding future acquire Now l pic twitter com bHYQBxb nP,4,30,1,0,37,1,0,0,0,13, BREAKING NEWS My exclusive interview SAG CEO Willie Walsh regarding future acquire Now l pic twitter com  NP
[Airline Review] @British_Airways First class lounge #Chicago and @CathayPacific Transpacific First class service: Excellent seat and on-board service https:// flight-report.com/en/report/2979 3/Cathay-Pacific-CX807-Chicago-ORD-Hong-Kong-HKG … #PaxEx #AvGeek #Travel #Airlines #AirlineReview pic.twitter.com/uB4TUHZ98h,,,,Airline Review First class lounge Chicago Transpacific First class service Excellent seat board service https flight report com en report Cathay Pacific CX Chicago ORD Hong Kong HKG PaxEx AvGeek Travel Airlines AirlineReview pic twitter com uB TUHZ h,4,42,0,1,27,1,0,0,6,17, Airline Review First class lounge Chicago Transpacific First class service Excellent seat board service HTTP flight report com en report Cathay Pacific XX Chicago ROD Hong Kong KG Poleaxe Av Geek Travel Airlines Airline Review pic twitter com u TUSH h
